visitorid,ses_rec,ses_rec_avg,user_rec,ses_n,ses_n_r,int_n,int_n_r,tran_n,tran_n_r,rev_sum,rev_sum_r,major_spend_r,int_cat_n_avg,int_itm_n_avg,ses_mo_avg,ses_ho_avg,ses_wknd_r,ses_len_avg,time_to_int,time_to_tran,target
746273,28.0,28.0,28.0,1.0,0.03571428571428571,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,15.0,0.0,0.0,0.0,-1.0,1.0
746322,50.0,50.0,50.0,1.0,0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,7.0,1.0,0.0,0.0,-1.0,1.0
746701,17.0,17.0,17.0,1.0,0.058823529411764705,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,9.0,0.0,0.0,0.0,-1.0,1.0
747150,95.0,95.0,95.0,1.0,0.010526315789473684,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,23.0,0.0,0.0,0.0,-1.0,1.0
748040,65.0,0.09523809523809523,69.0,22.0,0.3188405797101449,63.0,2.8636363636363638,25.0,1.1363636363636365,3779640.0,171801.81818181818,0.5909090909090909,1.6818181818181819,1.8181818181818181,6.0,12.590909090909092,0.09090909090909091,11.421212121212122,3.9883597883597885,0.0,1.0
748315,66.0,66.0,66.0,1.0,0.015151515151515152,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,21.0,0.0,0.0,0.0,-1.0,1.0
748325,71.0,17.0,89.0,2.0,0.02247191011235955,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.5,10.0,0.5,0.0,0.0,-1.0,1.0
748721,18.0,18.0,18.0,1.0,0.05555555555555555,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,22.0,0.0,0.0,0.0,-1.0,1.0
749012,55.0,55.0,55.0,1.0,0.01818181818181818,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,19.0,0.0,0.0,0.0,-1.0,1.0
750601,80.0,0.5454545454545454,96.0,23.0,0.23958333333333334,82.0,3.5652173913043477,39.0,1.6956521739130435,5271108.0,229178.60869565216,0.8695652173913043,1.9565217391304348,2.0434782608695654,5.0,12.26086956521739,0.21739130434782608,12.654347826086957,3.549390243902439,0.0,1.0
751123,38.0,38.0,38.0,1.0,0.02631578947368421,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,6.0,0.0,0.0,0.0,-1.0,1.0
751131,43.0,43.0,43.0,1.0,0.023255813953488372,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,11.0,1.0,0.0,0.0,-1.0,1.0
751335,33.0,33.0,33.0,1.0,0.030303030303030304,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,13.0,0.0,2.683333333333333,0.3833333333333333,-1.0,1.0
751418,5.0,5.0,5.0,1.0,0.2,2.0,2.0,1.0,1.0,249120.0,249120.0,1.0,1.0,1.0,8.0,22.0,0.0,9.116666666666667,4.558333333333334,0.0,1.0
752168,62.0,62.0,62.0,1.0,0.016129032258064516,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,13.0,0.0,0.0,0.0,-1.0,1.0
752796,96.0,96.0,96.0,1.0,0.010416666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,12.0,0.0,0.0,0.0,-1.0,1.0
753155,19.0,19.0,19.0,1.0,0.05263157894736842,2.0,2.0,1.0,1.0,15960.0,15960.0,0.0,1.0,1.0,7.0,12.0,0.0,10.366666666666667,5.183333333333334,0.0,1.0
753476,40.0,40.0,40.0,1.0,0.025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,9.0,0.0,0.0,0.0,-1.0,1.0
753717,98.0,98.0,98.0,1.0,0.01020408163265306,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,14.0,0.0,0.0,0.0,-1.0,1.0
754014,31.0,31.0,31.0,1.0,0.03225806451612903,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,19.0,0.0,0.0,0.0,-1.0,1.0
754215,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,-1.0,1.0
754613,70.0,70.0,70.0,1.0,0.014285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,14.0,0.0,0.0,0.0,-1.0,1.0
754666,11.0,11.0,11.0,1.0,0.09090909090909091,2.0,2.0,1.0,1.0,406920.0,406920.0,1.0,1.0,1.0,8.0,9.0,0.0,3.9833333333333334,1.9916666666666667,0.0,0.0
754787,60.0,60.0,60.0,1.0,0.016666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,16.0,0.0,0.0,0.0,-1.0,1.0
755976,20.0,20.0,20.0,1.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,19.0,0.0,0.0,0.0,-1.0,1.0
756087,63.0,63.0,63.0,1.0,0.015873015873015872,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,-1.0,1.0
756278,96.0,96.0,96.0,1.0,0.010416666666666666,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,13.0,0.0,0.45,0.225,-1.0,1.0
756442,56.0,6.0,63.0,2.0,0.031746031746031744,4.0,2.0,2.0,1.0,49560.0,24780.0,0.0,1.0,1.0,6.0,14.0,0.0,6.616666666666666,3.308333333333333,0.0,1.0
757543,54.0,54.0,54.0,1.0,0.018518518518518517,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,15.0,0.0,0.26666666666666666,0.06666666666666667,-1.0,1.0
757912,84.0,84.0,84.0,1.0,0.011904761904761904,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,23.0,1.0,0.0,0.0,-1.0,1.0
758223,62.0,17.0,79.0,2.0,0.02531645569620253,3.0,1.5,1.0,0.5,128640.0,64320.0,0.5,1.0,1.0,5.5,16.5,0.0,2.533333333333333,1.6888888888888889,0.0,1.0
759085,49.0,49.0,49.0,1.0,0.02040816326530612,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,10.0,0.0,0.0,0.0,-1.0,1.0
759207,60.0,60.0,60.0,1.0,0.016666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,18.0,0.0,0.0,0.0,-1.0,1.0
760276,4.0,4.0,4.0,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,20.0,0.0,0.0,0.0,-1.0,1.0
760673,16.0,16.0,16.0,1.0,0.0625,4.0,4.0,2.0,2.0,196320.0,196320.0,1.0,2.0,2.0,8.0,19.0,1.0,9.75,2.4375,0.0,1.0
761283,33.0,33.0,33.0,1.0,0.030303030303030304,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,21.0,0.0,0.0,0.0,-1.0,1.0
761330,20.0,20.0,20.0,1.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,19.0,0.0,0.0,0.0,-1.0,1.0
761331,66.0,66.0,66.0,1.0,0.015151515151515152,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,11.0,0.0,0.0,0.0,-1.0,1.0
761482,95.0,0.0,97.0,10.0,0.10309278350515463,126.0,12.6,59.0,5.9,7267968.0,726796.8,0.2,7.7,9.2,5.0,11.7,0.0,21.10333333333333,1.6748677248677248,0.0,1.0
761583,89.0,89.0,89.0,1.0,0.011235955056179775,1.0,1.0,1.0,1.0,43440.0,43440.0,0.0,1.0,1.0,5.0,14.0,0.0,0.0,0.0,0.0,1.0
761642,40.0,40.0,40.0,1.0,0.025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,8.0,0.0,0.0,0.0,-1.0,1.0
761837,2.0,2.0,2.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,1.0,0.0,0.0,-1.0,1.0
763257,81.0,0.0,82.0,3.0,0.036585365853658534,47.0,15.666666666666666,14.0,4.666666666666667,177240.0,59080.0,0.3333333333333333,4.666666666666667,15.0,5.0,17.333333333333332,0.0,12.072222222222223,0.7705673758865249,0.0,1.0
764030,60.0,60.0,60.0,1.0,0.016666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,12.0,0.0,0.0,0.0,-1.0,1.0
764230,10.0,10.0,10.0,1.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,9.0,0.0,0.0,0.0,-1.0,1.0
764726,50.0,50.0,50.0,1.0,0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,11.0,1.0,0.0,0.0,-1.0,1.0
765650,62.0,6.5,75.0,3.0,0.04,4.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,6.0,16.0,0.0,2.183333333333333,1.6375,-1.0,0.0
765671,6.0,6.0,6.0,1.0,0.16666666666666666,2.0,2.0,1.0,1.0,36588.0,36588.0,0.0,1.0,1.0,8.0,9.0,0.0,3.0833333333333335,1.5416666666666667,0.0,1.0
765828,42.0,42.0,42.0,1.0,0.023809523809523808,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,8.0,0.0,0.0,0.0,-1.0,1.0
766486,55.0,55.0,55.0,1.0,0.01818181818181818,2.0,2.0,1.0,1.0,165120.0,165120.0,1.0,1.0,1.0,6.0,15.0,0.0,8.466666666666667,4.233333333333333,0.0,0.0
767044,33.0,33.0,33.0,1.0,0.030303030303030304,2.0,2.0,2.0,2.0,26160.0,26160.0,0.0,1.0,1.0,7.0,22.0,0.0,15.733333333333333,7.866666666666666,0.0,1.0
767422,83.0,0.0,84.0,2.0,0.023809523809523808,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,15.5,0.0,0.0,0.0,-1.0,1.0
768775,94.0,94.0,94.0,1.0,0.010638297872340425,1.0,1.0,1.0,1.0,73920.0,73920.0,1.0,1.0,1.0,5.0,21.0,0.0,0.0,0.0,0.0,1.0
769284,82.0,82.0,82.0,1.0,0.012195121951219513,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,19.0,0.0,0.0,0.0,-1.0,1.0
770282,74.0,74.0,74.0,1.0,0.013513513513513514,2.0,2.0,1.0,1.0,99480.0,99480.0,1.0,1.0,1.0,6.0,21.0,0.0,14.016666666666667,7.008333333333334,0.0,1.0
771156,73.0,73.0,73.0,1.0,0.0136986301369863,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,13.0,0.0,0.0,0.0,-1.0,1.0
772057,68.0,68.0,68.0,1.0,0.014705882352941176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,9.0,0.0,0.0,0.0,-1.0,1.0
772213,70.0,70.0,70.0,1.0,0.014285714285714285,2.0,2.0,1.0,1.0,19320.0,19320.0,0.0,1.0,1.0,6.0,13.0,0.0,6.233333333333333,3.1166666666666667,0.0,1.0
772806,58.0,58.0,58.0,1.0,0.017241379310344827,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,16.0,1.0,4.233333333333333,2.1166666666666667,-1.0,1.0
773110,94.0,94.0,94.0,1.0,0.010638297872340425,2.0,2.0,1.0,1.0,187920.0,187920.0,1.0,1.0,1.0,5.0,10.0,0.0,11.55,5.775,0.0,1.0
773947,7.0,0.0,7.0,2.0,0.2857142857142857,4.0,2.0,1.0,0.5,181800.0,90900.0,0.5,1.0,1.0,8.0,14.0,0.0,3.9166666666666665,1.9583333333333333,0.0,1.0
774274,39.0,39.0,39.0,1.0,0.02564102564102564,2.0,2.0,1.0,1.0,7200.0,7200.0,0.0,1.0,1.0,7.0,7.0,0.0,2.6666666666666665,1.3333333333333333,0.0,1.0
774357,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,9.0,0.0,0.0,0.0,-1.0,0.0
774758,49.0,49.0,49.0,1.0,0.02040816326530612,1.0,1.0,1.0,1.0,192960.0,192960.0,1.0,1.0,1.0,6.0,11.0,0.0,0.0,0.0,0.0,1.0
774985,5.0,5.0,5.0,1.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,7.0,0.0,0.0,0.0,-1.0,1.0
775534,36.0,36.0,36.0,1.0,0.027777777777777776,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,-1.0,0.0
776170,11.0,11.0,11.0,1.0,0.09090909090909091,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,12.0,0.0,0.0,0.0,-1.0,1.0
776221,22.0,22.0,22.0,1.0,0.045454545454545456,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,11.0,1.0,0.0,0.0,-1.0,1.0
776457,19.0,19.0,19.0,1.0,0.05263157894736842,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,19.0,0.0,0.0,0.0,-1.0,1.0
776691,14.0,14.0,14.0,1.0,0.07142857142857142,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,15.0,0.0,2.183333333333333,1.0916666666666666,-1.0,0.0
776956,24.0,24.0,24.0,1.0,0.041666666666666664,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,19.0,0.0,0.0,0.0,-1.0,1.0
776976,90.0,90.0,90.0,1.0,0.011111111111111112,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,8.0,0.0,0.0,0.0,-1.0,1.0
777235,68.0,68.0,68.0,1.0,0.014705882352941176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,21.0,0.0,0.0,0.0,-1.0,1.0
777942,12.0,12.0,12.0,1.0,0.08333333333333333,2.0,2.0,1.0,1.0,131388.0,131388.0,1.0,1.0,1.0,8.0,8.0,0.0,3.25,1.625,0.0,1.0
780205,63.0,0.0,64.0,2.0,0.03125,4.0,2.0,2.0,1.0,495600.0,247800.0,1.0,1.0,1.0,6.0,19.5,1.0,5.591666666666667,2.7958333333333334,0.0,1.0
781293,92.0,92.0,92.0,1.0,0.010869565217391304,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,22.0,1.0,0.0,0.0,-1.0,1.0
781453,47.0,47.0,47.0,1.0,0.02127659574468085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,17.0,0.0,0.0,0.0,-1.0,1.0
781762,33.0,33.0,33.0,1.0,0.030303030303030304,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,11.0,0.0,0.0,0.0,-1.0,1.0
781803,90.0,90.0,90.0,1.0,0.011111111111111112,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,22.0,0.0,0.0,0.0,-1.0,1.0
782853,62.0,62.0,62.0,1.0,0.016129032258064516,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,21.0,0.0,0.0,0.0,-1.0,1.0
783282,67.0,67.0,67.0,1.0,0.014925373134328358,1.0,1.0,1.0,1.0,63360.0,63360.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
783630,34.0,34.0,34.0,1.0,0.029411764705882353,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,-1.0,1.0
783842,47.0,0.0,48.0,2.0,0.041666666666666664,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,19.5,0.0,0.0,0.0,-1.0,1.0
784049,11.0,0.0,12.0,2.0,0.16666666666666666,7.0,3.5,2.0,1.0,90000.0,45000.0,0.5,1.0,3.5,8.0,12.5,0.0,0.1,0.028571428571428574,0.0,1.0
784757,70.0,70.0,70.0,1.0,0.014285714285714285,2.0,2.0,1.0,1.0,119880.0,119880.0,1.0,1.0,1.0,6.0,10.0,0.0,1.25,0.625,0.0,1.0
785025,93.0,93.0,93.0,1.0,0.010752688172043012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,18.0,1.0,0.0,0.0,-1.0,1.0
785238,57.0,57.0,57.0,1.0,0.017543859649122806,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,13.0,1.0,0.0,0.0,-1.0,1.0
786067,24.0,24.0,24.0,1.0,0.041666666666666664,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,-1.0,1.0
786367,61.0,61.0,61.0,1.0,0.01639344262295082,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,17.0,0.0,5.333333333333333,1.7777777777777777,-1.0,1.0
787097,23.0,23.0,23.0,1.0,0.043478260869565216,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,21.0,0.0,4.333333333333333,1.0833333333333333,-1.0,1.0
788792,12.0,12.0,12.0,1.0,0.08333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,18.0,0.0,0.0,0.0,-1.0,1.0
789638,93.0,93.0,93.0,1.0,0.010752688172043012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,13.0,1.0,0.0,0.0,-1.0,1.0
789675,91.0,91.0,91.0,1.0,0.01098901098901099,2.0,2.0,1.0,1.0,25680.0,25680.0,0.0,1.0,1.0,5.0,22.0,1.0,3.283333333333333,1.6416666666666666,0.0,1.0
791547,72.0,1.0,73.0,2.0,0.0273972602739726,2.0,1.0,1.0,0.5,37320.0,18660.0,0.0,1.0,1.0,6.0,17.0,0.5,0.0,0.0,0.0,1.0
791563,80.0,80.0,80.0,1.0,0.0125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,12.0,0.0,0.0,0.0,-1.0,1.0
791991,82.0,82.0,82.0,1.0,0.012195121951219513,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,0.0,0.13333333333333333,0.06666666666666667,-1.0,1.0
792208,11.0,11.0,11.0,1.0,0.09090909090909091,2.0,2.0,1.0,1.0,359880.0,359880.0,1.0,1.0,1.0,8.0,9.0,0.0,9.716666666666667,4.858333333333333,0.0,1.0
792305,36.0,36.0,36.0,1.0,0.027777777777777776,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,-1.0,1.0
792658,34.0,34.0,34.0,1.0,0.029411764705882353,3.0,3.0,2.0,2.0,176400.0,176400.0,1.0,2.0,2.0,7.0,15.0,0.0,4.5,1.5,0.0,1.0
792741,47.0,3.6363636363636362,91.0,12.0,0.13186813186813187,21.0,1.75,3.0,0.25,246360.0,20530.0,0.08333333333333333,1.3333333333333333,1.5,5.5,13.166666666666666,0.0,7.9125000000000005,4.521428571428571,0.0,1.0
794493,88.0,88.0,88.0,1.0,0.011363636363636364,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,9.0,0.0,0.0,0.0,-1.0,1.0
794513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,15.0,1.0,0.0,0.0,-1.0,1.0
795052,47.0,0.0,47.0,2.0,0.0425531914893617,3.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,15.5,0.0,3.5,2.3333333333333335,-1.0,1.0
795257,12.0,12.0,12.0,1.0,0.08333333333333333,2.0,2.0,1.0,1.0,261480.0,261480.0,1.0,1.0,1.0,8.0,22.0,0.0,7.883333333333334,3.941666666666667,0.0,1.0
795259,44.0,44.0,44.0,1.0,0.022727272727272728,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,18.0,1.0,0.0,0.0,-1.0,1.0
795265,90.0,90.0,90.0,1.0,0.011111111111111112,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,22.0,0.0,0.0,0.0,-1.0,1.0
795351,54.0,54.0,54.0,1.0,0.018518518518518517,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,11.0,0.0,0.0,0.0,-1.0,1.0
796253,6.0,0.0,6.0,3.0,0.5,5.0,1.6666666666666667,2.0,0.6666666666666666,751560.0,250520.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,8.0,2.0,0.0,6.3,3.78,0.0,0.0
796439,23.0,23.0,23.0,1.0,0.043478260869565216,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,13.0,1.0,11.2,2.8,-1.0,1.0
796764,34.0,34.0,34.0,1.0,0.029411764705882353,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,-1.0,1.0
797430,47.0,47.0,47.0,1.0,0.02127659574468085,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,18.0,0.0,1.2333333333333334,0.6166666666666667,-1.0,1.0
797556,35.0,35.0,35.0,1.0,0.02857142857142857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,-1.0,1.0
797887,12.0,12.0,12.0,1.0,0.08333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,4.0,0.0,0.0,0.0,-1.0,1.0
798255,41.0,41.0,41.0,1.0,0.024390243902439025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,8.0,0.0,0.0,0.0,-1.0,1.0
798349,38.0,38.0,38.0,1.0,0.02631578947368421,2.0,2.0,1.0,1.0,243480.0,243480.0,1.0,1.0,1.0,7.0,17.0,0.0,2.966666666666667,1.4833333333333334,0.0,1.0
799931,33.0,33.0,33.0,1.0,0.030303030303030304,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,18.0,0.0,0.0,0.0,-1.0,0.0
800138,12.0,12.0,12.0,1.0,0.08333333333333333,2.0,2.0,1.0,1.0,196080.0,196080.0,1.0,1.0,1.0,8.0,19.0,0.0,1.3166666666666667,0.6583333333333333,0.0,1.0
800494,4.0,4.0,4.0,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,21.0,0.0,0.0,0.0,-1.0,1.0
800723,81.0,0.0,81.0,2.0,0.024691358024691357,4.0,2.0,2.0,1.0,132840.0,66420.0,0.5,1.5,1.5,5.0,12.0,0.0,1.9,0.95,0.0,1.0
800832,79.0,79.0,79.0,1.0,0.012658227848101266,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,-1.0,1.0
801012,52.0,52.0,52.0,1.0,0.019230769230769232,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,13.0,0.0,0.0,0.0,-1.0,1.0
801026,49.0,0.0,49.0,2.0,0.04081632653061224,2.0,1.0,1.0,0.5,17880.0,8940.0,0.0,1.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0
801365,28.0,28.0,28.0,1.0,0.03571428571428571,2.0,2.0,1.0,1.0,7080.0,7080.0,0.0,1.0,1.0,7.0,8.0,0.0,3.1,1.55,0.0,1.0
801833,54.0,54.0,54.0,1.0,0.018518518518518517,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,14.0,0.0,0.0,0.0,-1.0,1.0
802377,30.0,30.0,30.0,1.0,0.03333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,21.0,0.0,0.0,0.0,-1.0,1.0
802385,56.0,56.0,56.0,1.0,0.017857142857142856,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,22.0,1.0,0.0,0.0,-1.0,1.0
802602,10.0,10.0,10.0,1.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,23.0,0.0,0.0,0.0,-1.0,1.0
803487,44.0,44.0,44.0,1.0,0.022727272727272728,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,17.0,1.0,0.4666666666666667,0.15555555555555556,-1.0,1.0
803857,63.0,63.0,63.0,1.0,0.015873015873015872,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,13.0,0.0,0.0,0.0,-1.0,1.0
804191,70.0,70.0,70.0,1.0,0.014285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,16.0,0.0,0.0,0.0,-1.0,1.0
804210,39.0,39.0,39.0,1.0,0.02564102564102564,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,23.0,0.0,0.0,0.0,-1.0,1.0
806850,67.0,67.0,67.0,1.0,0.014925373134328358,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,9.0,0.0,0.0,0.0,-1.0,1.0
807314,68.0,68.0,68.0,1.0,0.014705882352941176,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.2833333333333333,0.03148148148148148,-1.0,1.0
808037,74.0,74.0,74.0,1.0,0.013513513513513514,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,16.0,0.0,3.4833333333333334,1.7416666666666667,-1.0,1.0
808547,86.0,86.0,86.0,1.0,0.011627906976744186,2.0,2.0,1.0,1.0,516240.0,516240.0,1.0,1.0,1.0,5.0,12.0,1.0,2.2333333333333334,1.1166666666666667,0.0,1.0
809795,93.0,93.0,93.0,1.0,0.010752688172043012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,16.0,1.0,0.0,0.0,-1.0,1.0
811031,42.0,42.0,42.0,1.0,0.023809523809523808,1.0,1.0,1.0,1.0,13680.0,13680.0,0.0,1.0,1.0,7.0,21.0,1.0,0.0,0.0,0.0,1.0
811074,73.0,73.0,73.0,1.0,0.0136986301369863,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,-1.0,1.0
811813,21.0,21.0,21.0,1.0,0.047619047619047616,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,16.0,0.0,0.0,0.0,-1.0,1.0
811982,19.0,19.0,19.0,1.0,0.05263157894736842,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,20.0,0.0,0.0,0.0,-1.0,1.0
812096,28.0,28.0,28.0,1.0,0.03571428571428571,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,23.0,1.0,0.0,0.0,-1.0,1.0
812393,18.0,18.0,18.0,1.0,0.05555555555555555,2.0,2.0,1.0,1.0,23400.0,23400.0,0.0,1.0,1.0,7.0,8.0,0.0,4.816666666666666,2.408333333333333,0.0,0.0
812411,42.0,42.0,42.0,1.0,0.023809523809523808,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,18.0,0.0,0.0,0.0,-1.0,1.0
